id,customer_id,first_name,last_name,age,email,phone,city,salary,transaction_id,product,quantity,price,total_amount,transaction_date
1,CUST000001,Joko,Kusuma,50,joko.kusuma1@email.com,08860926013,Bekasi,11088893.81,TRX0000001,Headphone,2,6294516.55,12589033.1,2025-02-27
2,CUST000002,Lina,Purnama,40,lina.purnama2@email.com,08597834978,Jakarta,13051852.97,TRX0000002,Scanner,4,14005980.18,56023920.72,2024-11-24
3,CUST000003,Dewi,Putri,56,dewi.putri3@email.com,08504053230,Jakarta,4808619.34,TRX0000003,Tablet,1,10226595.33,10226595.33,2025-03-27
4,CUST000004,Kartika,Irawan,29,kartika.irawan4@email.com,08532802289,Balikpapan,4866800.57,TRX0000004,Router,2,2486316.4,4972632.8,2025-05-24
5,CUST000005,Citra,Gunawan,32,citra.gunawan5@email.com,08767437655,Bekasi,5440628.0,TRX0000005,Harddisk,3,11338665.48,34015996.44,2025-01-29
6,CUST000006,Eko,Wijaya,31,eko.wijaya6@email.com,08822086863,Yogyakarta,9414792.12,TRX0000006,Drone,5,2144733.33,10723666.65,2025-06-04
7,CUST000007,Putri,Hidayat,60,putri.hidayat7@email.com,08818095646,Tangerang,9018207.04,TRX0000007,Speaker,4,7647471.54,30589886.16,2025-08-26
8,CUST000008,Fajar,Pratiwi,44,fajar.pratiwi8@email.com,08477348858,Denpasar,14933358.12,TRX0000008,Laptop,4,1030484.83,4121939.32,2025-04-05
9,CUST000009,Ahmad,Kusuma,65,ahmad.kusuma9@email.com,08285901047,Denpasar,11832727.38,TRX0000009,SSD,2,12269222.78,24538445.56,2025-05-17
10,CUST000010,Kartika,Halim,61,kartika.halim10@email.com,08204740651,Palembang,13272145.51,TRX0000010,Monitor,5,5386005.15,26930025.75,2025-09-06
11,CUST000011,Sari,Sari,36,sari.sari11@email.com,08824622183,Bandar Lampung,13392359.94,TRX0000011,Printer,5,7738734.93,38693674.65,2025-01-25
12,CUST000012,Maya,Purnama,21,maya.purnama12@email.com,08134030913,Balikpapan,6080373.28,TRX0000012,Microphone,3,2511474.59,7534423.77,2024-11-22
13,CUST000013,Joko,Purnama,48,joko.purnama13@email.com,08904119337,Bogor,8184431.8,TRX0000013,Projector,5,791071.58,3955357.9,2025-08-19
14,CUST000014,Citra,Halim,52,citra.halim14@email.com,08932134752,Surabaya,13277000.3,TRX0000014,Smartwatch,4,13378188.76,53512755.04,2025-07-27
15,CUST000015,Wati,Purnama,18,wati.purnama15@email.com,08383741990,Pekanbaru,14169587.1,TRX0000015,Monitor,4,3736649.13,14946596.52,2025-02-21
16,CUST000016,Citra,Nugroho,37,citra.nugroho16@email.com,08334024930,Bandung,4363168.97,TRX0000016,Scanner,2,12099957.6,24199915.2,2025-07-22
17,CUST000017,Maya,Hidayat,25,maya.hidayat17@email.com,08663382447,Semarang,12893235.59,TRX0000017,Scanner,5,13148189.76,65740948.8,2025-04-26
18,CUST000018,Nina,Santoso,38,nina.santoso18@email.com,08311997557,Jakarta,10748233.62,TRX0000018,Camera,4,12303283.81,49213135.24,2025-02-08
19,CUST000019,Kartika,Hidayat,60,kartika.hidayat19@email.com,08223220056,Bandung,12143868.41,TRX0000019,Printer,4,11742759.85,46971039.4,2025-02-20
20,CUST000020,Dewi,Irawan,47,dewi.irawan20@email.com,08888856430,Semarang,11043954.78,TRX0000020,Router,4,1412985.21,5651940.84,2025-01-16
21,CUST000021,Indra,Oktaviani,50,indra.oktaviani21@email.com,08497320736,Bekasi,5602325.37,TRX0000021,Speaker,2,14883850.34,29767700.68,2025-08-16
22,CUST000022,Budi,Rahman,57,budi.rahman22@email.com,08180844749,Bandar Lampung,4386058.16,TRX0000022,Printer,4,14404469.63,57617878.52,2025-04-22
23,CUST000023,Putri,Lesmana,58,putri.lesmana23@email.com,08948319243,Pekanbaru,3458985.79,TRX0000023,SSD,3,1889891.8,5669675.4,2025-09-10
24,CUST000024,Kartika,Hidayat,41,kartika.hidayat24@email.com,08582216731,Bekasi,5602103.27,TRX0000024,Powerbank,3,1396654.64,4189963.92,2025-01-16
25,CUST000025,Lina,Gunawan,59,lina.gunawan25@email.com,08164715322,Bekasi,13716013.24,TRX0000025,Harddisk,3,4784727.41,14354182.23,2024-11-26
26,CUST000026,Ahmad,Pratiwi,46,ahmad.pratiwi26@email.com,08985371169,Bandung,9237333.13,TRX0000026,Printer,2,10480520.5,20961041.0,2025-08-08
27,CUST000027,Wati,Sari,41,wati.sari27@email.com,08917571991,Tangerang,11507682.02,TRX0000027,Scanner,1,1261530.81,1261530.81,2025-09-25
28,CUST000028,Rina,Oktaviani,30,rina.oktaviani28@email.com,08445077981,Pekanbaru,9660484.52,TRX0000028,Router,4,741463.35,2965853.4,2025-07-16
29,CUST000029,Joko,Kusuma,51,joko.kusuma29@email.com,08833891396,Yogyakarta,7053245.44,TRX0000029,Printer,2,8078143.45,16156286.9,2024-12-19
30,CUST000030,Rina,Kurniawan,55,rina.kurniawan30@email.com,08399734695,Surabaya,11279645.17,TRX0000030,Drone,4,2148465.1,8593860.4,2025-04-18
31,CUST000031,Indra,Jaya,19,indra.jaya31@email.com,08634775617,Medan,13553519.79,TRX0000031,Speaker,2,10021426.21,20042852.42,2025-06-27
32,CUST000032,Joko,Halim,40,joko.halim32@email.com,08430396021,Bogor,13175230.26,TRX0000032,Headphone,3,14224170.13,42672510.39,2025-05-20
